venta_det_id,venta_id,producto_id,cantidad,precio_compra,precio_venta,descuento;;;;;;;;;total;;;;;
989,752,4,1,40,50,0;;989;752;4;1;40;50;0;;;;;;
990,753,1,1,13,20,0;;990;753;1;1;13;20;0;;;;;;
991,754,1,1,13,20,0;;991;754;1;1;13;20;0;;;;;;
992,755,1,2,13,20,2;;992;755;1;2;13;20;2;;;;;;
993,756,4,4,40,50,8;;993;756;4;4;40;50;8;;;;;;
994,757,4,1,40,50,0;;994;757;4;1;40;50;0;;;;;;
995,758,1,1,13,20,0;;995;758;1;1;13;20;0;;;;;;
996,759,1,2,13,20,0;;996;759;1;2;13;20;0;;;;;;
997,760,1,1,13,20,0;;997;760;1;1;13;20;0;;;;;;
998,761,3,1,25,35,0;;998;761;3;1;25;35;0;;;;;;
999,762,3,5,25,35,5;;999;762;3;5;25;35;5;;;;;;
1000,763,4,1,40,50,0;;1000;763;4;1;40;50;0;;;;;;
1001,764,2,2,25,35,5;;1001;764;2;2;25;35;5;;;;;;
1002,765,1,2,13,20,0;;1002;765;1;2;13;20;0;;;;;;
1003,766,4,1,40,50,0;;1003;766;4;1;40;50;0;;;;;;
1004,767,2,1,25,35,0;;1004;767;2;1;25;35;0;;;;;;
1005,768,1,2,13,20,0;;1005;768;1;2;13;20;0;;;;;;
1006,769,1,1,13,20,0;;1006;769;1;1;13;20;0;;;;;;
1007,770,1,2,13,20,0;;1007;770;1;2;13;20;0;;;;;;
1008,771,4,1,40,50,0;;1008;771;4;1;40;50;0;;;;;;
1009,772,2,1,25,35,0;;1009;772;2;1;25;35;0;;;;;;
1010,773,3,5,25,35,5;;1010;773;3;5;25;35;5;;;;;;
1011,774,2,5,25,35,5;;1011;774;2;5;25;35;5;;;;;;
1012,775,4,10,40,50,10;;1012;775;4;10;40;50;10;;;;;;
1013,776,4,1,40,50,0;;1013;776;4;1;40;50;0;;;;;;
1014,777,4,1,40,50,0;;1014;777;4;1;40;50;0;;;;;;
1015,778,1,1,13,20,0;;1015;778;1;1;13;20;0;;;;;;
1016,779,1,2,13,20,2;;1016;779;1;2;13;20;2;;;;;;
1017,780,1,1,13,20,0;;1017;780;1;1;13;20;0;;;;;;
1018,781,1,5,13,20,5;;1018;781;1;5;13;20;5;;;;;;
1019,782,4,1,40,50,0;;1019;782;4;1;40;50;0;;;;;;
1020,783,2,1,25,35,0;;1020;783;2;1;25;35;0;;;;;;
1021,784,3,5,25,35,5;;1021;784;3;5;25;35;5;;;;;;
1022,785,4,1,40,50,0;;1022;785;4;1;40;50;0;;;;;;
1023,786,2,5,25,35,5;;1023;786;2;5;25;35;5;;;;;;
1024,787,1,5,13,20,5;;1024;787;1;5;13;20;5;;;;;;
1025,788,1,1,13,20,0;;1025;788;1;1;13;20;0;;;;;;
1026,789,1,1,13,20,0;;1026;789;1;1;13;20;0;;;;;;
1027,790,2,2,25,35,2;;1027;790;2;2;25;35;2;;;;;;
1028,791,4,1,40,50,0;;1028;791;4;1;40;50;0;;;;;;
1029,792,4,2,40,50,0;;1029;792;4;2;40;50;0;;;;;;
1030,793,2,1,25,35,0;;1030;793;2;1;25;35;0;;;;;;
1031,794,2,1,25,35,0;;1031;794;2;1;25;35;0;;;;;;
1032,795,3,2,25,35,2;;1032;795;3;2;25;35;2;;;;;;
1033,796,4,1,40,50,0;;1033;796;4;1;40;50;0;;;;;;
1034,797,1,5,13,20,5;;1034;797;1;5;13;20;5;;;;;;
1035,798,1,1,13,20,0;;1035;798;1;1;13;20;0;;;;;;
1036,799,1,1,13,20,0;;1036;799;1;1;13;20;0;;;;;;
1037,800,4,5,40,50,10;;1037;800;4;5;40;50;10;;;;;;
1038,801,4,1,40,50,0;;1038;801;4;1;40;50;0;;;;;;
1039,802,4,5,40,50,5;;1039;802;4;5;40;50;5;;;;;;
1040,803,2,5,25,35,5;;1040;803;2;5;25;35;5;;;;;;
1041,804,2,1,25,35,0;;1041;804;2;1;25;35;0;;;;;;
1042,805,1,1,13,20,0;;1042;805;1;1;13;20;0;;;;;;
1043,806,1,2,13,20,0;;1043;806;1;2;13;20;0;;;;;;
1044,807,1,1,13,20,0;;1044;807;1;1;13;20;0;;;;;;
1045,808,4,2,40,50,0;;1045;808;4;2;40;50;0;;;;;;
1046,809,4,1,40,50,0;;1046;809;4;1;40;50;0;;;;;;
1047,810,3,5,25,35,5;;1047;810;3;5;25;35;5;;;;;;
1048,811,2,1,25,35,0;;1048;811;2;1;25;35;0;;;;;;
1049,812,4,1,40,50,0;;1049;812;4;1;40;50;0;;;Agosto;;;
1050,813,1,12,13,20,12;;1050;813;1;12;13;20;12;;;;;;
1051,814,4,3,40,50,3;;1051;814;4;3;40;50;3;;;;;;
1052,815,1,1,13,20,0;;1052;815;1;1;13;20;0;;;;;;
1053,816,1,2,13,20,0;;1053;816;1;2;13;20;0;;;;;;
1054,817,3,1,25,35,0;;1054;817;3;1;25;35;0;;;;;;
1055,818,4,1,40,50,0;;1055;818;4;1;40;50;0;;;;;;
1056,819,1,1,13,20,0;;1056;819;1;1;13;20;0;;;;;;
1057,820,2,5,25,35,5;;1057;820;2;5;25;35;5;;;;;;
1058,821,1,2,13,20,0;;1058;821;1;2;13;20;0;;;;;;
1059,822,1,2,13,20,0;;1059;822;1;2;13;20;0;;;;;;
1060,823,1,3,13,20,0;;1060;823;1;3;13;20;0;;;;;;
1061,824,2,1,25,35,0;;1061;824;2;1;25;35;0;;;;;;
1062,825,4,1,40,50,0;;1062;825;4;1;40;50;0;;;;;;
1063,826,2,1,25,35,0;;1063;826;2;1;25;35;0;;;;;;
1064,827,1,1,13,20,0;;1064;827;1;1;13;20;0;;;;;;
1065,828,1,1,13,20,0;;1065;828;1;1;13;20;0;;;;;;
1066,829,1,1,13,20,0;;1066;829;1;1;13;20;0;;;;;;
1067,830,4,1,40,50,0;;1067;830;4;1;40;50;0;;;;;;
1068,831,1,5,13,20,5;;1068;831;1;5;13;20;5;;;;;;
1069,832,3,5,25,35,5;;1069;832;3;5;25;35;5;;;;;;
1070,833,1,3,13,20,0;;1070;833;1;3;13;20;0;;;;;;
1071,834,2,1,25,35,0;;1071;834;2;1;25;35;0;;;;;;
1072,835,2,1,25,35,0;;1072;835;2;1;25;35;0;;;;;;
1073,836,1,1,13,20,0;;1073;836;1;1;13;20;0;;;;;;
1074,837,1,1,13,20,0;;1074;837;1;1;13;20;0;;;;;;
1075,838,4,6,40,50,6;;1075;838;4;6;40;50;6;;;;;;
1076,839,1,1,13,20,0;;1076;839;1;1;13;20;0;;;;;;
1077,840,1,1,13,20,0;;1077;840;1;1;13;20;0;;;;;;
1078,841,3,2,25,35,0;;1078;841;3;2;25;35;0;;;;;;
1079,842,4,2,40,50,0;;1079;842;4;2;40;50;0;;;;;;
1080,843,2,1,25,35,0;;1080;843;2;1;25;35;0;;;;;;
1081,844,1,1,13,20,0;;1081;844;1;1;13;20;0;;;;;;
1082,845,1,1,13,20,0;;1082;845;1;1;13;20;0;;;;;;
1083,846,2,1,25,35,0;;1083;846;2;1;25;35;0;;;;;;
1084,847,1,1,13,20,0;;1084;847;1;1;13;20;0;;;;;;
1085,848,2,5,25,35,5;;1085;848;2;5;25;35;5;;;;;;
1086,849,1,10,13,20,10;;1086;849;1;10;13;20;10;;;;;;
1087,850,4,10,40,50,10;;1087;850;4;10;40;50;10;;;;;;
1088,851,1,5,13,20,5;;1088;851;1;5;13;20;5;;;;;;
1089,852,4,10,40,50,10;;1089;852;4;10;40;50;10;;;;;;
1090,853,3,2,25,35,0;;1090;853;3;2;25;35;0;;;;;;
1091,854,1,1,13,20,0;;1091;854;1;1;13;20;0;;;;;;
1092,855,2,2,25,35,0;;1092;855;2;2;25;35;0;;;;;;
1093,856,1,2,13,20,0;;1093;856;1;2;13;20;0;;;;;;
1094,857,4,1,40,50,0;;1094;857;4;1;40;50;0;;;;;;
1095,858,1,1,13,20,0;;1095;858;1;1;13;20;0;;;;;;
1096,859,4,1,40,50,0;;1096;859;4;1;40;50;0;;;;;;
1097,860,4,1,40,50,0;;1097;860;4;1;40;50;0;;;;;;
1098,861,2,3,25,35,3;;1098;861;2;3;25;35;3;;;;;;
1099,862,1,3,13,20,3;;1099;862;1;3;13;20;3;;;;;;
1100,863,2,3,25,35,3;;1100;863;2;3;25;35;3;;;;;;
1101,864,4,2,40,50,0;;1101;864;4;2;40;50;0;;;;;;
1102,865,2,1,25,35,0;;1102;865;2;1;25;35;0;;;;;;
1103,866,1,1,13,20,0;;1103;866;1;1;13;20;0;;;;;;
1104,867,3,1,25,35,0;;1104;867;3;1;25;35;0;;;;;;
1105,868,1,1,13,20,0;;1105;868;1;1;13;20;0;;;;;;
1106,869,1,9,13,20,9;;1106;869;1;9;13;20;9;;;;;;
1107,870,2,12,25,35,12;;1107;870;2;12;25;35;12;;;;;;
1108,871,1,1,13,20,0;;1108;871;1;1;13;20;0;;;;;;
1109,872,1,1,13,20,0;;1109;872;1;1;13;20;0;;;;;;
1110,873,4,1,40,50,0;;1110;873;4;1;40;50;0;;;;;;
1111,874,1,10,13,20,10;;1111;874;1;10;13;20;10;;;;;;
1112,875,3,1,25,35,0;;1112;875;3;1;25;35;0;;;;;;
1113,876,4,1,40,50,0;;1113;876;4;1;40;50;0;;;;;;
1114,877,2,10,25,35,10;;1114;877;2;10;25;35;10;;;;;;
1115,878,4,1,40,50,0;;1115;878;4;1;40;50;0;;;;;;
1116,879,4,1,40,50,0;;1116;879;4;1;40;50;0;;;;;;
1117,880,4,3,40,50,6;;1117;880;4;3;40;50;6;;;;;;
1118,881,2,1,25,35,0;;1118;881;2;1;25;35;0;;;;;;
1119,882,3,1,25,35,0;;1119;882;3;1;25;35;0;;;;;;
1120,883,1,3,13,20,3;;1120;883;1;3;13;20;3;;;;;;
1121,884,1,10,13,20,10;;1121;884;1;10;13;20;10;;;;;;
1122,885,4,3,40,50,0;;1122;885;4;3;40;50;0;;;;;;
1123,886,1,1,13,20,0;;1123;886;1;1;13;20;0;;;;;;
1124,887,3,10,25,35,10;;1124;887;3;10;25;35;10;;;;;;
1125,888,4,2,40,50,0;;1125;888;4;2;40;50;0;;;;;;
1126,889,4,1,40,50,0;;1126;889;4;1;40;50;0;;;;;;
1127,890,2,1,25,35,0;;1127;890;2;1;25;35;0;;;;;;
1128,891,4,1,40,50,0;;1128;891;4;1;40;50;0;;;;;;
1129,892,1,1,13,20,0;;1129;892;1;1;13;20;0;;;;;;
1130,893,1,3,13,20,3;;1130;893;1;3;13;20;3;;;;;;
1131,894,4,1,40,50,0;;1131;894;4;1;40;50;0;;;;;;
1132,895,4,2,40,50,0;;1132;895;4;2;40;50;0;;;;;;
1133,896,1,1,13,20,0;;1133;896;1;1;13;20;0;;;;;;
1134,897,4,1,40,50,0;;1134;897;4;1;40;50;0;;;;;;
1135,898,1,1,13,20,0;;1135;898;1;1;13;20;0;;;;;;
1136,899,1,1,13,20,0;;1136;899;1;1;13;20;0;;;;;;
1137,900,1,5,13,20,5;;1137;900;1;5;13;20;5;;;;;;
1138,901,3,3,25,35,0;;1138;901;3;3;25;35;0;;;;;;
1139,902,1,10,13,20,10;;1139;902;1;10;13;20;10;;;;;;
1140,903,1,10,13,20,10;;1140;903;1;10;13;20;10;;;;;;
1141,904,1,10,13,20,10;;1141;904;1;10;13;20;10;;;;;;
1142,905,2,1,25,35,0;;1142;905;2;1;25;35;0;;;;;;
1143,906,4,1,40,50,0;;1143;906;4;1;40;50;0;;;;;;
1144,907,4,3,40,50,0;;1144;907;4;3;40;50;0;;;;;;
1145,908,2,1,25,35,0;;1145;908;2;1;25;35;0;;;;;;
1146,909,1,2,13,20,0;;1146;909;1;2;13;20;0;;;;;;
1147,910,2,3,25,35,6;;1147;910;2;3;25;35;6;;;;;;
1148,911,3,2,25,35,0;;1148;911;3;2;25;35;0;;;;;;
1149,912,1,1,13,20,0;;1149;912;1;1;13;20;0;;;;;;
1150,913,4,2,40,50,0;;1150;913;4;2;40;50;0;;;;;;
1151,914,1,2,13,20,0;;1151;914;1;2;13;20;0;;;;;;
1152,915,4,5,40,50,10;;1152;915;4;5;40;50;10;;;;;;
1153,916,4,1,40,50,0;;1153;916;4;1;40;50;0;;;;;;
1154,917,1,1,13,20,0;;1154;917;1;1;13;20;0;;;;;;
1155,918,1,1,13,20,0;;1155;918;1;1;13;20;0;;;;;;
1156,919,3,1,25,35,0;;1156;919;3;1;25;35;0;;;;;;
1157,920,4,2,40,50,5;;1157;920;4;2;40;50;0;;;;;;
1158,921,1,1,13,20,0;;1158;921;1;1;13;20;0;;;;;;
1159,922,2,2,25,35,0;;1159;922;2;2;25;35;0;;;;;;
1160,923,3,3,25,35,6;;1160;923;3;3;25;35;6;;;;;;
1161,924,2,1,25,35,0;;1161;924;2;1;25;35;0;;;;;;
1162,925,1,1,13,20,0;;1162;925;1;1;13;20;0;;;;;;
1163,926,1,1,13,20,0;;1163;926;1;1;13;20;0;;;;;;
1164,927,1,1,13,20,0;;1164;927;1;1;13;20;0;;;;;;
1165,928,1,1,13,20,0;;1165;928;1;1;13;20;0;;;;;;
1166,929,2,3,25,35,3;;1166;929;2;3;25;35;3;;;;;;
1167,930,4,3,40,50,5;;1167;930;4;3;40;50;5;;;;;;
1168,931,1,1,13,20,0;;1168;931;1;1;13;20;0;;;;;;
1169,932,4,3,40,50,0;;1169;932;4;3;40;50;0;;;;;;
1170,933,1,3,13,20,3;;1170;933;1;3;13;20;3;;;;;;
1171,934,1,1,13,20,0;;1171;934;1;1;13;20;0;;;;;;
1172,935,4,1,40,50,0;;1172;935;4;1;40;50;0;;;;;;
1173,936,2,1,25,35,0;;1173;936;2;1;25;35;0;;;;;;
1174,937,4,1,40,50,0;;1174;937;4;1;40;50;0;;;;;;
1175,938,1,10,13,20,10;;1175;938;1;10;13;20;10;;;;;;
1176,939,3,3,25,35,0;;1176;939;3;3;25;35;0;;;;;;
1177,940,2,2,25,35,0;;1177;940;2;2;25;35;0;;;;;;
1178,941,1,5,13,20,5;;1178;941;1;5;13;20;5;;;;;;
1179,942,4,2,40,50,0;;1179;942;4;2;40;50;0;;;;;;
1180,943,2,1,25,35,0;;1180;943;2;1;25;35;0;;;;;;
1181,944,3,3,25,35,3;;1181;944;3;3;25;35;3;;;;;;
1182,945,4,1,40,50,0;;1182;945;4;1;40;50;0;;;;;;
1183,946,4,1,40,50,0;;1183;946;4;1;40;50;0;;;;;;
1184,947,1,3,13,20,0;;1184;947;1;3;13;20;0;;;;;;
1185,948,1,3,13,20,0;;1185;948;1;3;13;20;0;;;;;;
1186,949,4,10,40,50,20;;1186;949;4;10;40;50;20;;;;;;
1187,950,1,10,13,20,10;;1187;950;1;10;13;20;10;;;;;;
1188,951,1,10,13,20,10;;1188;951;1;10;13;20;10;;;;;;
1189,952,3,1,25,35,0;;1189;952;3;1;25;35;0;;;;;;
1190,953,4,1,40,50,0;;1190;953;4;1;40;50;0;;;;;;
1191,954,2,3,25,35,6;;1191;954;2;3;25;35;6;;;;;;
1192,955,1,1,13,20,0;;1192;955;1;1;13;20;0;;;;;;
1193,956,1,2,13,20,2;;1193;956;1;2;13;20;2;;;;;;
1194,957,2,3,25,35,6;;1194;957;2;3;25;35;6;;;;;;
1195,958,1,2,13,20,2;;1195;958;1;2;13;20;2;;;;;;
1196,959,2,1,25,35,0;;1196;959;2;1;25;35;0;;;;;;
1197,960,1,2,13,20,0;;1197;960;1;2;13;20;0;;;;;;
1198,961,4,2,40,50,0;;1198;961;4;2;40;50;0;;;;;;
1199,962,1,5,13,20,5;;1199;962;1;5;13;20;5;;;;;;
1200,963,4,1,40,50,0;;1200;963;4;1;40;50;0;;;;;;
1201,964,3,1,25,35,0;;1201;964;3;1;25;35;0;;;;;;
1202,965,1,1,13,20,0;;1202;965;1;1;13;20;0;;;;;;
1203,966,2,1,25,35,0;;1203;966;2;1;25;35;0;;;;;;
1204,967,1,2,13,20,2;;1204;967;1;2;13;20;2;;;;;;
1205,968,4,1,40,50,0;;1205;968;4;1;40;50;0;;;;;;
1206,969,1,2,13,20,2;;1206;969;1;2;13;20;2;;;;;;
1207,970,4,3,40,50,6;;1207;970;4;3;40;50;6;;;;;;
1208,971,4,1,40,50,0;;1208;971;4;1;40;50;0;;;;;;
1209,972,2,1,25,35,0;;1209;972;2;1;25;35;0;;;;;;
1210,973,1,1,13,20,0;;1210;973;1;1;13;20;0;;;;;;
1211,974,2,1,25,35,0;;1211;974;2;1;25;35;0;;;;;;
1212,975,4,1,40,50,0;;1212;975;4;1;40;50;0;;;;;;
1213,976,2,3,25,35,3;;1213;976;2;3;25;35;3;;;;;;
1214,977,1,3,13,20,3;;1214;977;1;3;13;20;3;;;;;;
1215,978,3,1,25,35,0;;1215;978;3;1;25;35;0;;;;;;
1216,979,1,3,13,20,3;;1216;979;1;3;13;20;3;;;;;;
1217,980,1,3,13,20,3;;1217;980;1;3;13;20;3;;;;;;
1218,981,2,1,25,35,0;;1218;981;2;1;25;35;0;;;;;;
1219,982,1,1,13,20,0;;1219;982;1;1;13;20;0;;;;;;
1220,983,1,1,13,20,0;;1220;983;1;1;13;20;0;;;;;;
1221,984,4,1,40,50,0;;1221;984;4;1;40;50;0;;;;;;
1222,985,1,10,13,20,10;;1222;985;1;10;13;20;10;;;;;;
1223,986,3,3,25,35,6;;1223;986;3;3;25;35;6;;;;;;
1224,987,4,2,40,50,5;;1224;987;4;2;40;50;5;;;;;;
1225,988,2,5,25,35,10;;1225;988;2;5;25;35;10;;;;;;
1226,989,4,2,40,50,5;;1226;989;4;2;40;50;5;;;;;;
1227,990,1,1,13,20,0;;1227;990;1;1;13;20;0;;;;;;
1228,991,2,3,25,35,3;;1228;991;2;3;25;35;3;;;;;;
1229,992,1,3,13,20,3;;1229;992;1;3;13;20;3;;;;;;
1230,993,2,1,25,35,0;;1230;993;2;1;25;35;0;;;;;;
1231,994,1,3,13,20,3;;1231;994;1;3;13;20;3;;;;;;
1232,995,4,3,40,50,6;;1232;995;4;3;40;50;6;;;;;;
1233,996,1,1,13,20,0;;1233;996;1;1;13;20;0;;;;;;
1234,997,4,1,40,50,0;;1234;997;4;1;40;50;0;;;;;;
1235,998,3,1,25,35,0;;1235;998;3;1;25;35;0;;;Setiempre;;;
1236,999,1,5,13,20,5;;1236;999;1;5;13;20;5;;;;;;
1237,1000,4,2,40,50,5;;1237;1000;4;2;40;50;5;;;;;;
1238,1001,2,1,25,35,0;;1238;1001;2;1;25;35;0;;;;;;
1239,1002,3,2,25,35,5;;1239;1002;3;2;25;35;5;;;;;;
1240,1003,4,1,40,50,0;;1240;1003;4;1;40;50;0;;;;;;
1241,1004,1,10,13,20,10;;1241;1004;1;10;13;20;10;;;;;;
1242,1005,2,1,25,35,0;;1242;1005;2;1;25;35;0;;;;;;
1243,1006,1,1,13,20,0;;1243;1006;1;1;13;20;0;;;;;;
1244,1007,1,1,13,20,0;;1244;1007;1;1;13;20;0;;;;;;
1245,1008,2,1,25,35,0;;1245;1008;2;1;25;35;0;;;;;;
1246,1009,4,1,40,50,0;;1246;1009;4;1;40;50;0;;;;;;
1247,1010,4,2,40,50,5;;1247;1010;4;2;40;50;5;;;;;;
1248,1011,4,1,40,50,0;;1248;1011;4;1;40;50;0;;;;;;
1249,1012,4,3,40,50,6;;1249;1012;4;3;40;50;6;;;;;;
1250,1013,1,1,13,20,0;;1250;1013;1;1;13;20;0;;;;;;
1251,1014,1,5,13,20,5;;1251;1014;1;5;13;20;5;;;;;;
1252,1015,2,1,25,35,0;;1252;1015;2;1;25;35;0;;;;;;
1253,1016,3,1,25,35,0;;1253;1016;3;1;25;35;0;;;;;;
1254,1017,2,5,25,35,5;;1254;1017;2;5;25;35;5;;;;;;
1255,1018,1,1,13,20,0;;1255;1018;1;1;13;20;0;;;;;;
1256,1019,2,1,25,35,0;;1256;1019;2;1;25;35;0;;;;;;
1257,1020,1,10,13,20,10;;1257;1020;1;10;13;20;10;;;;;;
1258,1021,4,2,40,50,5;;1258;1021;4;2;40;50;5;;;;;;
1259,1022,1,1,13,20,0;;1259;1022;1;1;13;20;0;;;;;;
1260,1023,2,1,25,35,0;;1260;1023;2;1;25;35;0;;;;;;
1261,1024,1,1,13,20,0;;1261;1024;1;1;13;20;0;;;;;;
1262,1025,4,5,40,50,10;;1262;1025;4;5;40;50;10;;;;;;
1263,1026,2,5,25,35,5;;1263;1026;2;5;25;35;5;;;;;;
1264,1027,3,1,25,35,0;;1264;1027;3;1;25;35;0;;;;;;
1265,1028,4,1,40,50,0;;1265;1028;4;1;40;50;0;;;;;;
1266,1029,1,1,13,20,0;;1266;1029;1;1;13;20;0;;;;;;
1267,1030,2,1,25,35,0;;1267;1030;2;1;25;35;0;;;;;;
1268,1031,1,5,13,20,5;;1268;1031;1;5;13;20;5;;;;;;
1269,1032,1,1,13,20,0;;1269;1032;1;1;13;20;0;;;;;;
1270,1033,2,1,25,35,0;;1270;1033;2;1;25;35;0;;;;;;
1271,1034,4,2,40,50,5;;1271;1034;4;2;40;50;5;;;;;;
1272,1035,4,1,40,50,0;;1272;1035;4;1;40;50;0;;;;;;
1273,1036,4,1,40,50,0;;1273;1036;4;1;40;50;0;;;;;;
1274,1037,4,1,40,50,0;;1274;1037;4;1;40;50;0;;;;;;
1275,1038,1,10,13,20,10;;1275;1038;1;10;13;20;10;;;;;;
1276,1039,1,2,13,20,2;;1276;1039;1;2;13;20;2;;;;;;
1277,1040,3,1,25,35,0;;1277;1040;3;1;25;35;0;;;;;;
1278,1041,2,4,25,35,5;;1278;1041;2;4;25;35;5;;;;;;
1279,1042,2,1,25,35,0;;1279;1042;2;1;25;35;0;;;;;;
1280,1043,1,1,13,20,0;;1280;1043;1;1;13;20;0;;;;;;
1281,1044,2,1,25,35,0;;1281;1044;2;1;25;35;0;;;;;;
1282,1045,1,1,13,20,0;;1282;1045;1;1;13;20;0;;;;;;
1283,1046,4,1,40,50,0;;1283;1046;4;1;40;50;0;;;;;;
1284,1047,1,1,13,20,0;;1284;1047;1;1;13;20;0;;;;;;
1285,1048,2,2,25,35,5;;1285;1048;2;2;25;35;5;;;;;;
1286,1049,1,12,13,20,12;;1286;1049;1;12;13;20;12;;;;;;
1287,1050,4,2,40,50,5;;1287;1050;4;2;40;50;5;;;;;;
1288,1051,2,5,25,35,5;;1288;1051;2;5;25;35;5;;;;;;
1289,1052,3,1,25,35,0;;1289;1052;3;1;25;35;0;;;;;;
1290,1053,4,1,40,50,0;;1290;1053;4;1;40;50;0;;;;;;
1291,1054,1,1,13,20,0;;1291;1054;1;1;13;20;0;;;;;;
1292,1055,2,1,25,35,0;;1292;1055;2;1;25;35;0;;;;;;
1293,1056,1,10,13,20,10;;1293;1056;1;10;13;20;10;;;;;;
1294,1057,1,2,13,20,2;;1294;1057;1;2;13;20;2;;;;;;
1295,1058,2,1,25,35,0;;1295;1058;2;1;25;35;0;;;;;;
1296,1059,4,5,40,50,10;;1296;1059;4;5;40;50;10;;;;;;
1297,1060,4,1,40,50,0;;1297;1060;4;1;40;50;0;;;;;;
1298,1061,4,2,40,50,5;;1298;1061;4;2;40;50;5;;;;;;
1299,1062,4,1,40,50,0;;1299;1062;4;1;40;50;0;;;;;;
1300,1063,1,1,13,20,0;;1300;1063;1;1;13;20;0;;;;;;
1301,1064,1,1,13,20,0;;1301;1064;1;1;13;20;0;;;;;;
1302,1065,2,1,25,35,0;;1302;1065;2;1;25;35;0;;;;;;
1303,1066,3,1,25,35,0;;1303;1066;3;1;25;35;0;;;;;;
1304,1067,2,2,25,35,2;;1304;1067;2;2;25;35;2;;;;;;
1305,1068,1,1,13,20,0;;1305;1068;1;1;13;20;0;;;;;;
1306,1069,2,5,25,35,5;;1306;1069;2;5;25;35;5;;;;;;
1307,1070,1,1,13,20,0;;1307;1070;1;1;13;20;0;;;;;;
1308,1071,4,1,40,50,0;;1308;1071;4;1;40;50;0;;;;;;
1309,1072,1,1,13,20,0;;1309;1072;1;1;13;20;0;;;;;;
1310,1073,2,12,25,35,15;;1310;1073;2;12;25;35;15;;;;;;
1311,1074,1,1,13,20,0;;1311;1074;1;1;13;20;0;;;;;;
1312,1075,4,1,40,50,0;;1312;1075;4;1;40;50;0;;;;;;
1313,1076,2,1,25,35,0;;1313;1076;2;1;25;35;0;;;;;;
1314,1077,3,1,25,35,0;;1314;1077;3;1;25;35;0;;;;;;
1315,1078,4,1,40,50,0;;1315;1078;4;1;40;50;0;;;;;;
1316,1079,1,2,13,20,2;;1316;1079;1;2;13;20;2;;;;;;
1317,1080,2,1,25,35,0;;1317;1080;2;1;25;35;0;;;;;;
1318,1081,1,2,13,20,2;;1318;1081;1;2;13;20;2;;;;;;
1319,1082,1,1,13,20,0;;1319;1082;1;1;13;20;0;;;;;;
1320,1083,2,5,25,35,5;;1320;1083;2;5;25;35;5;;;;;;
1321,1084,4,2,40,50,5;;1321;1084;4;2;40;50;5;;;;;;
1322,1085,4,5,40,50,10;;1322;1085;4;5;40;50;10;;;;;;
1323,1086,4,1,40,50,0;;1323;1086;4;1;40;50;0;;;;;;
1324,1087,4,1,40,50,0;;1324;1087;4;1;40;50;0;;;;;;
1325,1088,1,1,13,20,0;;1325;1088;1;1;13;20;0;;;;;;
1326,1089,1,11,13,20,11;;1326;1089;1;11;13;20;11;;;;;;
1327,1090,2,1,25,35,0;;1327;1090;2;1;25;35;0;;;;;;
1328,1091,3,2,25,35,5;;1328;1091;3;2;25;35;5;;;;;;
1329,1092,2,1,25,35,0;;1329;1092;2;1;25;35;0;;;;;;
1330,1093,1,1,13,20,0;;1330;1093;1;1;13;20;0;;;;;;
1331,1094,2,1,25,35,0;;1331;1094;2;1;25;35;0;;;;;;
1332,1095,1,1,13,20,0;;1332;1095;1;1;13;20;0;;;;;;
1333,1096,4,1,40,50,0;;1333;1096;4;1;40;50;0;;;;;;
1334,1097,1,1,13,20,0;;1334;1097;1;1;13;20;0;;;;;;
1335,1098,2,5,25,35,5;;1335;1098;2;5;25;35;5;;;;;;
1336,1099,1,1,13,20,0;;1336;1099;1;1;13;20;0;;;;;;
1337,1100,4,1,40,50,0;;1337;1100;4;1;40;50;0;;;;;;
1338,1101,2,1,25,35,0;;1338;1101;2;1;25;35;0;;;;;;
1339,1102,3,1,25,35,0;;1339;1102;3;1;25;35;0;;;;;;
1340,1103,4,2,40,50,5;;1340;1103;4;2;40;50;5;;;;;;
1341,1104,1,10,13,20,10;;1341;1104;1;10;13;20;10;;;;;;
1342,1105,2,2,25,35,5;;1342;1105;2;2;25;35;5;;;;;;
1343,1106,1,5,13,20,5;;1343;1106;1;5;13;20;5;;;;;;
1344,1107,1,1,13,20,0;;1344;1107;1;1;13;20;0;;;;;;
1345,1108,2,1,25,35,0;;1345;1108;2;1;25;35;0;;;;;;
1346,1109,4,1,40,50,0;;1346;1109;4;1;40;50;0;;;;;;
1347,1110,4,1,40,50,0;;1347;1110;4;1;40;50;0;;;;;;
1348,1111,4,5,40,50,10;;1348;1111;4;5;40;50;10;;;;;;
1349,1112,4,2,40,50,5;;1349;1112;4;2;40;50;5;;;;;;
1350,1113,1,1,13,20,0;;1350;1113;1;1;13;20;0;;;;;;
1351,1114,1,1,13,20,0;;1351;1114;1;1;13;20;0;;;;;;
1352,1115,2,1,25,35,0;;1352;1115;2;1;25;35;0;;;;;;
1353,1116,2,1,25,35,0;;1353;1116;2;1;25;35;0;;;;;;
1354,1117,3,1,25,35,0;;1354;1117;3;1;25;35;0;;;;;;
1355,1118,1,2,13,20,2;;1355;1118;1;2;13;20;2;;;;;;
1356,1119,2,2,25,35,5;;1356;1119;2;2;25;35;5;;;;;;
1357,1120,1,1,13,20,0;;1357;1120;1;1;13;20;0;;;;;;
1358,1121,4,2,40,50,5;;1358;1121;4;2;40;50;5;;;;;;
